numero_guia_consulta,cod_medico,nome_medico,data_consulta,valor_consulta
3694,22729,DIRMA,2018-03-07,45
3695,95420,VERCELINO,2018-03-08,45
3757,97865,WERBETE,2018-04-01,60.0
3697,83228,RONILSO,2018-03-09,45
3698,34165,FLORISBALDO,2018-03-11,45
3765,66667,MARCELI,2018-04-03,60.0
3701,11943,CACILA,2018-03-11,45
3773,17784,DAIRTON,2018-04-07,60.0
3703,32372,EUZANIR,2018-03-12,45
3774,43757,IDGLAN,2018-04-08,60.0
3788,79786,RAULINO,2018-04-12,60.0
3790,36196,GENERICE,2018-04-12,60.0
3792,6963,ANDREANI,2018-04-13,60.0
3798,7877,ANTONE,2018-04-15,60.0
3709,88076,SIRNANDES,2018-03-14,45
3802,73070,NECILIA,2018-04-17,60.0
3805,52205,JOCIEL,2018-04-18,60.0
3716,50456,GERLANDO,2018-03-18,45
3717,70934,MIUTON,2018-03-18,45
3722,78398,PAWEL,2018-03-19,45
3723,84602,ROSIVAN,2018-03-20,45
3724,29283,EMANUELE,2018-03-20,45
3727,86130,SCHIRLEI,2018-03-21,45
3730,61658,LESLANE,2018-03-22,45
3734,20253,DENILDA,2018-03-24,45
3737,24502,EDELVANI,2018-03-25,45
3739,12888,CATARINA,2018-03-26,45
3744,9975,AIRES,2018-03-27,45
3745,3990,ALDEILDE,2018-03-28,45
3748,24182,EDES,2018-03-29,45
3750,83754,ROSEMBERGE,2018-03-29,45
3751,40143,GREICIELE,2018-03-29,45
3752,43283,IARLEN,2018-03-29,45
3754,75935,ODENILSON,2018-03-30,45
3756,46688,IVANCI,2018-03-31,45
3759,59517,LIA,2018-04-01,45
3764,98883,WIVERTON,2018-04-03,45
3769,91188,TALLITA,2018-04-04,45
3770,8867,ARIVANILDA,2018-04-05,45
3771,6723,ANARLEIDE,2018-04-06,45
3772,73049,NEANDERSON,2018-04-07,45
3775,90027,TALITA,2018-04-08,45
3776,49167,JARDILENA,2018-04-08,45
3777,97859,WERBERTI,2018-04-09,45
3782,57473,KECIO,2018-04-09,45
3783,30537,ERICSON,2018-04-10,45
3789,52305,JOCIVALDO,2018-04-12,45
3794,19690,DELCIANO,2018-04-14,45
3799,89594,TADEUS,2018-04-16,45
3803,64794,LIRA,2018-04-17,45
3808,25056,EDILESIO,2018-04-18,45
3815,6633,ANALUCIA,2018-04-22,60.0
3838,82474,RODIVALDO,2018-05-01,60.0
3811,81294,RESEMEIRE,2018-04-21,45
3812,24164,EDERALDO,2018-04-21,45
3813,22908,DEIVILSON,2018-04-21,45
3857,70759,MIRTE,2018-05-11,60.0
3816,81640,RICELIO,2018-04-22,45
3817,100550,SIRLANDIA,2018-04-23,45
3818,91406,TAIARA,2018-04-23,45
3871,27265,ALESSANDRA,2018-05-14,60.0
3872,67136,MARILDO,2018-05-14,60.0
3875,8190,ARLICE,2018-05-14,60.0
3878,55315,JULIA,2018-05-15,60.0
3887,7592,ANALHA,2018-05-19,60.0
3824,46337,ITACIO,2018-04-24,45
3893,31974,EUDINEI,2018-05-22,60.0
3906,13377,CELHO,2018-05-26,60.0
3908,56547,CLEIDIA,2018-05-26,60.0
3924,59319,KYONARA,2018-05-31,60.0
3829,46401,ITALIVIO,2018-04-26,45
3927,49877,GEISEANE,2018-05-31,60.0
3831,22728,DIRLON,2018-04-27,45
3832,47984,JAILSSON,2018-04-28,45
3836,12633,CARME,2018-04-30,45
3839,50972,JESUS,2018-05-01,45
3843,57235,KATRINI,2018-05-03,45
3844,40080,GREICIKELE,2018-05-04,45
3847,33385,FABLICIO,2018-05-06,45
3848,55385,JAILANE,2018-05-06,45
3849,10084,AURENEIDE,2018-05-07,45
3852,75409,NORBELIA,2018-05-08,45
3854,41591,LUANE,2018-05-11,45
3855,76069,ODINALDO,2018-05-11,45
3856,419,ACELINA,2018-05-11,45
3859,10174,AURIETA,2018-05-11,45
3860,69448,MIRIANE,2018-05-11,45
3861,52333,JOCIMAR,2018-05-11,45
3862,55282,JUDINEIDE,2018-05-11,45
3863,37727,GILBERLANDIO,2018-05-12,45
3865,67299,MARLA,2018-05-12,45
3868,66047,MILES,2018-05-13,45
3869,100346,SAID,2018-05-13,45
3874,100119,SUELLY,2018-05-14,45
3879,77093,HORIZONTINA,2018-05-16,45
3880,1529,ADAIRA,2018-05-16,45
3881,68319,MARQUEONE,2018-05-16,45
3883,78730,POLANA,2018-05-16,45
3885,61803,LEUZILENE,2018-05-19,45
3886,70493,MIQUELANE,2018-05-19,45
3890,16842,CORDULA,2018-05-22,45
3892,95089,VANUSI,2018-05-22,45
3897,88341,SULEMI,2018-05-24,45
3900,3104,AGUILAR,2018-05-25,45
3903,95692,VIDALVINA,2018-05-26,45
3907,26981,ELEDILVA,2018-05-26,45
3912,36069,JEMUEL,2018-05-27,45
3913,54967,JUCELHA,2018-05-27,45
3914,19765,DILERMANO,2018-05-27,45
3915,48376,JAMIRO,2018-05-27,45
3919,92742,IRAN,2018-05-29,45
3920,78298,PATRICI,2018-05-30,45
3923,4892,ELFRIDES,2018-05-31,45
3925,23510,DORIANE,2018-05-31,45
3926,59714,LAMBERT,2018-05-31,45
3929,5789,ALVARINA,2018-06-01,45
3932,54642,JOVERCINA,2018-06-02,45
3936,87708,SILVIMAR,2018-06-03,45
3937,83769,ROSEMERI,2018-06-03,45
3939,68491,MARUANA,2018-06-04,45
3941,26203,EDVILMA,2018-06-04,45
3942,25391,EDIPO,2018-06-05,45
3945,55989,JUSELINA,2018-06-07,45
3947,4109,ALDENIVIA,2018-06-07,45
3948,39278,GLEICIANI,2018-06-07,45
3946,23492,DORENILDE,2018-06-07,60.0
3957,68865,MAURILIO,2018-06-13,60.0
3961,97395,WELBERT,2018-06-13,60.0
3966,716,ADAMARA,2018-06-15,60.0
3978,86122,SCHIRLE,2018-06-20,60.0
3954,70215,MICAELSON,2018-06-10,45
3979,100451,SUELAINE,2018-06-21,60.0
3980,78990,QUEITI,2018-06-21,60.0
3984,23783,BRINA,2018-06-22,60.0
3959,35820,GISELE,2018-06-13,45
4003,40117,GRENDA,2018-06-29,60.0
3962,8762,ARISON,2018-06-14,45
3963,17089,CRESIANE,2018-06-14,45
4009,99222,CHALES,2018-07-02,60.0
3965,37555,GIANI,2018-06-15,45
4021,1034,ADELIENE,2018-07-07,60.0
3968,32742,EVANISE,2018-06-16,45
4022,80032,RANIELLY,2018-07-07,60.0
4026,68774,MAUDI,2018-07-08,60.0
4028,85072,RUSEVEL,2018-07-09,60.0
3972,60648,LEDINEIA,2018-06-17,45
3973,97251,WDISON,2018-06-17,45
4029,25643,EDJUNIOR,2018-07-09,60.0
4033,88706,STERFANY,2018-07-10,60.0
3976,639,ADELIA,2018-06-19,45
4034,28603,LISTER,2018-07-10,60.0
3981,85480,SAMARIS,2018-06-21,45
3982,25521,EDIVANILDE,2018-06-21,45
4065,28026,ELIONALDO,2018-07-23,60.0
3985,48179,GILBERT,2018-06-22,45
3987,17952,DIELICA,2018-06-23,45
3989,16932,CRECIA,2018-06-24,45
3990,95836,VILMARA,2018-06-24,45
3992,36689,GERARDUS,2018-06-25,45
3993,98640,WILLK,2018-06-25,45
3995,44869,INGRA,2018-06-26,45
3996,31116,ERONILDE,2018-06-26,45
3997,51111,JEREMY,2018-06-27,45
3998,28487,ELISANGELA,2018-06-28,45
4000,52337,JODAIAS,2018-06-28,45
4005,24238,ECILA,2018-06-30,45
4006,29955,HENIQUE,2018-06-30,45
4007,74343,NICIANE,2018-07-01,45
4008,88392,SULIVAN,2018-07-01,45
4011,83727,ROSELVIRA,2018-07-02,45
4015,82714,ROGELIA,2018-07-03,45
4016,66393,MANOELINO,2018-07-03,45
4018,93515,VALDENORA,2018-07-04,45
4020,95668,VICTAL,2018-07-06,45
4031,63193,LIVIAN,2018-07-09,45
4035,98633,WILLISMAR,2018-07-10,45
4036,67401,MARILANI,2018-07-10,45
4037,88042,SIRLEDE,2018-07-11,45
4039,51539,JEIMES,2018-07-12,45
4041,27463,LIA,2018-07-13,45
4042,21920,DIJAVAN,2018-07-13,45
4043,58521,KEUCILENE,2018-07-14,45
4044,69207,MAIQUELI,2018-07-14,45
4045,42467,ILDENE,2018-07-15,45
4047,2985,IANE,2018-07-15,45
4051,58423,KETTELY,2018-07-16,45
4052,14598,CLAIANE,2018-07-16,45
4054,73138,NEIANE,2018-07-16,45
4057,28874,ELOSA,2018-07-18,45
4058,25364,EDIOGENES,2018-07-19,45
4059,92345,HUBERT,2018-07-19,45
4062,11324,BERNARDETE,2018-07-21,45
4063,42770,ONILDO,2018-07-21,45
4066,98825,WISLAINE,2018-07-23,45
4067,36296,GENILMA,2018-07-23,45
4068,60389,LAWANY,2018-07-23,45
4070,19331,DULCE,2018-07-24,45
4073,80229,RARISON,2018-07-25,45
4074,49966,JEMISSON,2018-07-25,45
4077,38924,GLACIENE,2018-07-26,45
4079,79681,RAIRES,2018-07-28,45
4096,36418,GENISON,2018-08-04,60.0
4116,2633,AGLAIRTON,2018-08-12,60.0
4083,60782,LEIDIMARA,2018-07-28,45
4118,42966,HUBNER,2018-08-13,60.0
4085,26519,EYSHILA,2018-07-29,45
4086,38411,GIOCONDO,2018-07-30,45
4124,95331,VENI,2018-08-15,60.0
4088,99604,HORRARA,2018-07-31,45
4131,5800,ALVECI,2018-08-16,60.0
4090,60647,LEDINEI,2018-08-01,45
4091,35869,GEISIBEL,2018-08-01,45
4133,57339,KAWA,2018-08-17,60.0
4137,77945,OSEIAS,2018-08-20,60.0
4142,53940,JOSENISSE,2018-08-21,60.0
4152,77259,OROZINO,2018-08-24,60.0
4154,68783,MAUNA,2018-08-25,60.0
4098,3253,ELIAB,2018-08-04,45
4099,47990,GILVA,2018-08-05,45
4156,34169,FLORISDETE,2018-08-26,60.0
4101,66545,MARAISA,2018-08-05,45
4102,21187,DEVERCI,2018-08-06,45
4158,86115,SCHEILLA,2018-08-27,60.0
4104,39095,GLAUCINEI,2018-08-06,45
4105,83518,ROSANDIRA,2018-08-06,45
4106,45653,IRNEU,2018-08-07,45
4107,25957,EDNILSON,2018-08-08,45
4108,88021,SIRILA,2018-08-09,45
4159,7274,ANALIANE,2018-08-27,60.0
4110,44609,ILSOMAR,2018-08-09,45
4162,57369,KAIANY,2018-08-28,60.0
4112,19797,DIELICA,2018-08-11,45
4113,20985,DEUSIRE,2018-08-11,45
4114,81314,REUBEN,2018-08-12,45
4172,44979,ELIANE,2018-09-02,60.0
4198,51235,JORAN,2018-09-11,60.0
4119,83845,ROSENILSO,2018-08-13,45
4213,67462,MARILANE,2018-09-18,60.0
4121,71243,MOZARINA,2018-08-14,45
4125,80289,RULIAN,2018-08-15,45
4127,97670,WILI,2018-08-15,45
4132,81093,RENATA,2018-08-17,45
4134,15603,CLEIDIANO,2018-08-17,45
4136,36401,GENIZETE,2018-08-20,45
4138,60778,LEIDILENE,2018-08-20,45
4139,80203,RARIELE,2018-08-20,45
4144,54363,JOSNALDO,2018-08-22,45
4146,8589,ARILZA,2018-08-23,45
4147,50651,GESILEIA,2018-08-23,45
4151,96449,WALDEILSON,2018-08-24,45
4160,21035,DEUVANIO,2018-08-27,45
4163,40662,ALESSA,2018-08-28,45
4164,11168,BENITA,2018-08-29,45
4166,8056,APOENA,2018-08-29,45
4169,1252,ADENIR,2018-08-31,45
4171,11809,BRIANI,2018-09-01,45
4173,29003,LUDIANE,2018-09-02,45
4174,42099,ERNO,2018-09-02,45
4175,14379,CINTIANA,2018-09-02,45
4177,2190,ADRIELISON,2018-09-03,45
4179,36726,GERCILEIA,2018-09-04,45
4180,75287,NOEMEA,2018-09-05,45
4181,7159,ANDREIK,2018-09-05,45
4183,4494,ELILDES,2018-09-06,45
4184,18353,DANIETE,2018-09-06,45
4186,2875,IADSON,2018-09-08,45
4188,88496,SONIZE,2018-09-09,45
4190,20589,DERICSON,2018-09-09,45
4191,77240,ORILDO,2018-09-09,45
4194,33794,FERNANDA,2018-09-10,45
4199,36865,GERLANDIO,2018-09-12,45
4200,83122,RONDNEY,2018-09-12,45
4201,18255,DANCLEI,2018-09-15,45
4202,33555,FARIZA,2018-09-15,45
4203,66847,MARCIVAN,2018-09-15,45
4204,91975,TOLEDO,2018-09-16,45
4206,15731,CLEIRI,2018-09-16,45
4207,66017,MAIKEL,2018-09-16,45
4209,68349,MARQUISIA,2018-09-17,45
4212,72603,NATASCHA,2018-09-18,45
4215,31724,ETILIA,2018-09-18,45
4216,72058,NAGIR,2018-09-18,45
4217,20262,DENIELLE,2018-09-18,60.0
4219,37878,GILDEAN,2018-09-18,45
4220,8612,ARLANE,2018-09-18,60.0
4222,73960,NEUDSON,2018-09-20,45
4223,2084,ADORINA,2018-09-20,45
4224,67784,MARISELA,2018-09-20,45
4234,29088,ELVILANE,2018-09-26,60.0
4240,16436,CLEVESSON,2018-09-27,60.0
4244,30651,ERIOSVALDO,2018-09-29,60.0
4228,44860,INGLISON,2018-09-21,45
4229,28237,ELISMAR,2018-09-23,45
4254,90981,TABATA,2018-10-04,60.0
4231,4255,ALDIMARA,2018-09-24,45
4232,43113,HILARY,2018-09-24,45
4233,97509,WELISANDRA,2018-09-25,45
4235,93765,VALDINA,2018-09-26,45
4236,25917,EDNEI,2018-09-26,45
4261,19475,DEIVIDES,2018-10-06,60.0
4238,10639,AZANIAS,2018-09-27,45
4263,75150,NIZANGELA,2018-10-06,60.0
4241,13422,CEMILTON,2018-09-28,45
4271,76849,ORANDO,2018-10-08,60.0
4277,11337,BERNALDO,2018-10-11,60.0
4282,39454,GLENDER,2018-10-15,60.0
4283,97063,WANILDA,2018-10-15,60.0
4297,85365,SALISSA,2018-10-21,60.0
4248,62891,LIONICIO,2018-10-01,45
4298,10105,AURENITA,2018-10-21,60.0
2,30235,ERBIO,2019-11-11,60.0
4251,78321,PATTY,2018-10-02,45
3,43068,URDA,2018-12-13,60.0
4253,25621,EDGAR,2018-10-03,45
7,56073,JUSSELI,2018-01-26,60.0
4256,5950,ALZERI,2018-10-05,45
4257,17226,CRISMENIA,2018-10-05,45
9,23492,DORENILDE,2018-01-12,60.0
4259,11148,DENILTON,2018-10-06,45
4260,67015,MARENILDA,2018-10-06,45
4262,68375,MARON,2018-10-06,45
4264,65219,LUZENILTON,2018-10-07,45
18,2985,IANE,2018-03-30,60.0
21,53057,JONATHN,2019-06-28,60.0
24,20262,DENIELLE,2018-08-24,60.0
4268,40237,JUCILENE,2018-10-08,45
26,84482,ROSELITO,2019-08-30,60.0
4270,63787,LUDE,2018-10-08,45
4272,14880,CLAUDELINO,2018-10-08,45
43,99721,YUKARI,2018-04-05,60.0
54,92065,TOSHIRO,2018-11-27,60.0
59,25391,EDIPO,2018-12-03,60.0
71,66632,MARCILIANA,2018-02-03,60.0
72,29451,EMILIO,2019-03-14,60.0
4279,24154,EDELIN,2018-10-12,45
4280,68886,MAURINO,2018-10-12,45
79,72602,NATHASA,2018-03-18,60.0
4284,27043,LUIZE,2018-10-15,45
4285,32420,EUSTAQUIO,2018-10-15,45
4286,74745,NELZELI,2018-10-15,45
4287,41243,LENIA,2018-10-16,45
4288,4212,ALDICELIO,2018-10-17,45
86,94130,VALMIR,2018-09-14,60.0
4290,4371,ALDRIN,2018-10-19,45
110,95941,VINALDO,2018-04-09,60.0
4292,56770,CARLENE,2018-10-19,45
4293,78407,PEDRIANE,2018-10-19,45
4294,64651,LUDWIG,2018-10-19,45
4296,73422,NILDETE,2018-10-21,45
4,938,ADELACIR,2018-03-03,50.0
11,27599,LIDINEIA,2018-11-19,50.0
13,24629,EDENOR,2018-01-03,50.0
14,100241,ZENITH,2019-05-19,50.0
17,60552,LEANO,2018-12-04,50.0
19,54479,JOSUMAR,2018-07-06,50.0
20,17563,BABIANA,2018-08-01,50.0
22,73270,NEI,2019-05-10,50.0
23,22729,DIRMA,2019-10-26,50.0
27,97063,WANILDA,2019-12-22,50.0
28,77400,OZILA,2018-07-02,50.0
29,97731,WENDELLY,2018-09-09,50.0
30,47831,JOELITO,2018-02-06,50.0
37,6963,ANDREANI,2018-02-01,50.0
45,66540,MARIANE,2018-06-06,50.0
47,37380,JULIANE,2019-03-23,50.0
49,71071,MONIELI,2018-08-21,50.0
53,54866,JUANE,2018-09-11,50.0
58,81119,RENEA,2018-11-20,50.0
64,79889,RAMIRIA,2019-09-04,50.0
65,62198,LIDIONEI,2018-08-20,50.0
66,77761,OTAMIRES,2018-10-24,50.0
69,11148,DENILTON,2019-03-24,50.0
74,38604,GISELLY,2018-05-13,50.0
76,19934,DELZELINA,2019-06-05,50.0
77,28242,ELISMARINA,2018-12-12,50.0
84,1034,ADELIENE,2018-08-09,50.0
87,68716,MATIAS,2018-07-21,50.0
88,96063,VITOR,2019-11-04,50.0
90,72099,NILDE,2018-10-06,50.0
91,69266,MAZILA,2019-04-25,50.0
93,48261,GELMIRES,2019-07-28,50.0
94,71309,MRILZA,2018-05-14,50.0
104,32456,EUVANIO,2019-10-30,50.0
106,37224,GESLAINE,2019-11-21,50.0
107,46943,IVINI,2019-07-08,50.0
111,3405,OLAVO,2019-10-26,50.0
113,34254,FRACIELI,2019-02-28,50.0
115,68452,MARTINE,2018-04-19,50.0
117,28607,HELMUTE,2019-12-04,50.0
123,17732,DILON,2018-01-01,50.0
125,64189,LUCIDIA,2019-10-31,50.0
131,9783,AUANDA,2018-01-03,50.0
134,44597,ELZI,2019-06-12,50.0
135,25995,EDUARD,2018-08-23,50.0
136,81955,RIOVALDO,2019-12-02,50.0
140,1878,ADLEN,2019-03-25,50.0
145,1529,ADAIRA,2018-08-08,50.0
150,72045,NAISI,2019-09-06,50.0
151,39095,GLAUCINEI,2018-02-25,50.0
152,39443,JULIELSON,2018-07-07,50.0
153,90981,TABATA,2019-01-28,50.0
156,9945,AUDREA,2018-02-05,50.0
158,30650,ERIOSMAR,2018-08-06,50.0
159,88802,STWART,2018-10-19,50.0
160,2893,AICE,2018-12-31,50.0
163,91368,TAUAN,2019-03-23,50.0
164,8361,AREMILDO,2018-03-31,50.0
172,1432,ADEZITA,2019-05-23,50.0
176,37684,GIGLIANE,2019-04-12,50.0
183,18255,DANCLEI,2018-04-21,50.0
184,91162,TALISON,2019-04-13,50.0
185,85508,SAMES,2019-10-06,50.0
188,60615,LEDEMIR,2018-03-02,50.0
189,68051,MARILEIA,2018-09-28,50.0
191,52388,JODIMAR,2018-06-13,50.0
192,16400,CLEUSI,2019-03-21,50.0
201,96449,WALDEILSON,2018-06-12,50.0
203,66255,MAKSUEL,2018-08-06,50.0
208,85824,SANIRA,2018-08-12,50.0
209,100451,SUELAINE,2019-10-11,50.0
210,78324,PAUL,2019-04-29,50.0
211,79329,RAFAIEL,2018-01-29,50.0
212,73529,NELZENIR,2018-05-05,50.0
213,3782,ALCIMERI,2018-11-01,50.0
218,74846,NILZANGELA,2019-06-29,50.0
220,96710,WALLACY,2018-09-19,50.0
227,30340,EREN,2019-12-05,50.0
232,22614,DIOSE,2019-09-11,50.0
234,48131,JACILANE,2018-10-23,50.0
235,31588,ESTELLY,2018-06-03,50.0
245,80557,REBERSON,2019-02-14,50.0
246,7159,ANDREIK,2018-06-06,50.0
250,94940,VANIELLY,2019-01-09,50.0
253,41430,ELITANIA,2019-06-29,50.0
254,47395,JANA,2019-06-20,50.0
258,23042,DJENIFER,2019-11-29,50.0
262,19529,DIEISON,2019-09-24,50.0
263,14465,CIRLAINE,2019-12-27,50.0
265,17808,DAIVAN,2019-06-30,50.0
267,20051,DELZINA,2019-08-29,50.0
269,81822,RIKELME,2019-09-02,50.0
276,29236,ALZILEIDE,2019-07-19,50.0
278,24502,EDELVANI,2018-10-09,50.0
281,80791,REIGIANE,2018-05-17,50.0
286,49942,GILCILENE,2018-11-19,50.0
297,44979,ELIANE,2019-07-02,50.0
300,46317,ISVANETE,2019-03-03,50.0
301,97395,WELBERT,2018-03-27,50.0
303,51928,JOANIRA,2018-07-14,50.0
305,97811,WENI,2019-04-11,50.0
308,304,ADRIELA,2018-04-11,50.0
310,36418,GENISON,2018-03-01,50.0
311,28221,LIZINETE,2019-04-07,50.0
314,37622,GIDEILTON,2018-12-01,50.0
319,3525,ALBERI,2018-10-17,50.0
321,6617,ANALISSE,2018-03-31,50.0
326,13353,CLEISA,2018-12-14,50.0
327,23510,DORIANE,2019-07-04,50.0
328,83938,ROSICLENE,2018-02-09,50.0
331,33385,FABLICIO,2018-10-09,50.0
333,83727,ROSELVIRA,2018-08-27,50.0
339,97812,WENIA,2019-10-09,50.0
346,91655,TIFANI,2019-10-29,50.0
350,493,ADACIR,2019-07-07,50.0
355,92716,ELQUE,2018-03-20,50.0
360,96863,WALTER,2018-02-24,50.0
361,40237,JUCILENE,2018-02-06,50.0
362,67231,MARICILDES,2019-11-09,50.0
364,51926,JOANIO,2019-01-22,50.0
365,74327,NIKESIA,2018-06-21,50.0
366,15410,CLECI,2019-02-13,50.0
372,26954,LEARA,2019-03-07,50.0
374,8440,ARGELIO,2018-09-27,50.0
375,52658,JOEUDES,2018-07-02,50.0
376,2129,ADRIELI,2018-07-03,50.0
378,46068,ISLEN,2018-04-09,50.0
381,39454,GLENDER,2019-07-20,50.0
383,27601,LIDIO,2018-11-12,50.0
386,93189,VALCLEIDE,2019-04-24,50.0
388,44614,IMAIARA,2018-11-25,50.0
390,51780,JOADILA,2018-08-04,50.0
394,83250,RONIELA,2019-09-30,50.0
399,31598,ESTEFAN,2018-08-11,50.0
400,58431,KETELLY,2018-04-01,50.0
412,90379,TASSIA,2018-12-22,50.0
415,14245,CILENO,2019-03-30,50.0
419,46665,IVALTER,2019-12-08,50.0
422,78602,FAEL,2018-08-25,50.0
424,92059,TOSHIKO,2018-06-13,50.0
431,79680,RAIRENE,2019-10-25,50.0
432,26609,ELIELSON,2018-05-26,50.0
435,80768,REIANE,2018-11-19,50.0
436,5935,ALZENIA,2019-08-31,50.0
439,11466,BIACA,2018-04-16,50.0
441,9896,AUDAIR,2019-07-10,50.0
442,56550,KALIL,2019-01-03,50.0
444,14940,CLAUDENOR,2018-09-27,50.0
445,21679,DIDIA,2018-05-27,50.0
446,52651,JOESMAR,2018-08-29,50.0
452,57271,KATIELI,2018-02-11,50.0
455,9990,OLERINA,2019-01-01,50.0
456,99222,CHALES,2018-03-29,50.0
460,69308,MEDELIN,2018-04-24,50.0
466,45295,IRANET,2018-04-06,50.0
468,13215,CLEDIR,2018-11-16,50.0
470,80200,RARIANY,2019-01-01,50.0
471,76753,ONIRCE,2019-07-21,50.0
472,60023,LAUDEMIRO,2019-02-14,50.0
479,58757,KEIDSON,2018-07-15,50.0
482,58493,KETLIN,2018-09-21,50.0
483,17055,CREUZELINA,2019-08-13,50.0
485,26519,EYSHILA,2018-10-23,50.0
489,18090,DALVACI,2019-06-03,50.0
495,508,ADERCIO,2019-09-23,50.0
496,55610,JULIZETE,2018-09-21,50.0
499,51111,JEREMY,2018-08-26,50.0
500,20904,DEUSEDIR,2019-07-14,50.0
502,83594,ROSEANE,2018-09-14,50.0
504,8475,ARIADNE,2018-09-17,50.0
505,19172,DEBSON,2019-05-22,50.0
511,90960,TESSA,2018-05-18,50.0
520,96619,WALDONIER,2019-04-09,50.0
521,37727,GILBERLANDIO,2018-09-02,50.0
527,79669,RAIONI,2018-11-14,50.0
531,16956,CREIDIANE,2018-01-26,50.0
533,5065,LIN,2018-10-06,50.0
534,56570,KALINI,2019-01-11,50.0
546,44093,ILARINO,2019-01-27,50.0
547,84102,ROSIMEIRI,2018-02-10,50.0
552,56605,KELLY,2019-05-14,50.0
559,36553,GEORGIANA,2018-01-31,50.0
562,55282,JUDINEIDE,2018-04-09,50.0
567,78398,PAWEL,2019-06-06,50.0
570,81093,RENATA,2018-11-21,50.0
574,34495,FRANCILAURA,2018-10-08,50.0
580,40220,GUARACIABA,2019-06-04,50.0
581,54602,JOVENARIO,2019-04-07,50.0
585,41001,AYUMI,2019-12-29,50.0
589,34604,FRANCINALRA,2019-11-01,50.0
590,31642,ESTEVINO,2018-03-21,50.0
595,100346,SAID,2018-08-06,50.0
597,33831,FIDERCINO,2018-08-31,50.0
598,15252,CLAUSEN,2019-04-11,50.0
603,65119,LUTERO,2018-12-21,50.0
604,96686,WALISSON,2019-02-16,50.0
607,67619,MARINELE,2019-02-14,50.0
608,68319,MARQUEONE,2018-02-17,50.0
609,68201,MARLON,2018-07-06,50.0
611,32154,ELI,2019-12-27,50.0
614,27463,LIA,2018-11-19,50.0
616,44782,INEA,2018-02-24,50.0
623,14880,CLAUDELINO,2018-06-14,50.0
629,35122,FUJIKO,2019-12-06,50.0
630,98120,WEUDSON,2018-03-08,50.0
636,86534,SERGIANE,2018-12-15,50.0
640,88341,SULEMI,2018-09-25,50.0
648,19573,DEJANDIRA,2019-01-02,50.0
651,12745,CARLINHO,2019-12-11,50.0
656,994,ADILEIDE,2019-02-09,50.0
660,93958,VALDRI,2018-04-26,50.0
662,100475,ZILNETE,2018-12-23,50.0
666,61656,LEZITA,2018-11-20,50.0
670,67887,MARIUDES,2018-06-23,50.0
671,76722,ONEIDA,2019-08-13,50.0
676,22908,DEIVILSON,2018-08-30,50.0
677,58810,KELSE,2018-03-31,50.0
678,1646,ADILON,2018-03-23,50.0
680,66343,MILTON,2019-04-12,50.0
681,97289,WEDEN,2018-04-08,50.0
682,19929,DELOSMAR,2019-09-08,50.0
683,27763,ELIES,2018-03-24,50.0
685,77225,ORNEZINA,2018-03-03,50.0
694,89071,ZILA,2019-04-29,50.0
695,11123,BENIDITA,2019-06-26,50.0
702,29803,ENILTON,2018-10-15,50.0
707,61460,LEONIDO,2019-01-26,50.0
708,49818,GEICIENE,2018-10-19,50.0
709,76133,ODNEI,2019-01-09,50.0
714,4109,ALDENIVIA,2019-06-06,50.0
715,27556,LIDALVA,2018-06-25,50.0
716,69474,MILIANE,2018-02-17,50.0
720,44609,ILSOMAR,2018-10-16,50.0
722,43446,IDAISA,2019-07-25,50.0
723,79433,RAICK,2018-10-13,50.0
724,73671,NENITO,2019-01-05,50.0
727,62957,LIRO,2019-05-16,50.0
728,49237,GARIELA,2018-01-22,50.0
730,6757,ANATALINO,2019-03-02,50.0
733,81679,RICHARLLES,2018-10-11,50.0
736,28230,LISLEY,2019-08-23,50.0
743,36715,GERCIDES,2019-06-30,50.0
744,72840,NAUMI,2019-07-26,50.0
745,43936,IEZA,2018-08-18,50.0
752,2812,AGIVALDO,2018-06-14,50.0
754,16436,CLEVESSON,2019-09-08,50.0
755,93352,VALDECE,2018-02-12,50.0
756,46401,ITALIVIO,2019-07-31,50.0
757,36689,GERARDUS,2018-03-23,50.0
758,59543,LAIDIA,2019-07-07,50.0
768,85211,SADNA,2019-09-15,50.0
770,59594,ELIANE,2018-08-10,50.0
772,54642,JOVERCINA,2018-08-13,50.0
777,93713,VALDELANDIA,2018-03-05,50.0
786,73070,NECILIA,2018-10-31,50.0
790,41520,HELMUT,2019-11-19,50.0
791,67503,MARIELLE,2018-11-09,50.0
793,77240,ORILDO,2018-04-19,50.0
794,52150,JOCENANDO,2019-04-01,50.0
797,38172,GILSELE,2019-02-09,50.0
805,23783,BRINA,2019-02-14,50.0
806,94980,VANILZA,2019-03-17,50.0
807,71792,NAGIBA,2018-02-07,50.0
808,86481,ZENI,2018-01-19,50.0
809,31724,ETILIA,2018-01-29,50.0
812,77273,ORSINI,2019-09-06,50.0
814,36204,GENEROSO,2019-04-11,50.0
815,8320,ARDILEI,2019-07-08,50.0
818,14223,CILDO,2019-12-03,50.0
819,45653,IRNEU,2018-10-22,50.0
820,80241,RASSANA,2019-09-04,50.0
822,79548,RAILMA,2018-09-07,50.0
823,47185,IZAN,2018-01-19,50.0
828,47591,JACKES,2019-04-19,50.0
830,50456,GERLANDO,2018-01-30,50.0
836,39134,GLAUDO,2018-09-08,50.0
838,93854,VALDIRO,2018-12-07,50.0
